filepath,filename,partition,label,size_bytes,mod_time,mod_datetime,md5,is_corrupted,width,height,mode,format,aspect_ratio,phash,mean_brightness,std_brightness,outlier_reason
c:/Github/BDC2026\train\1_Electronic\553.jpg,553.jpg,train,1_Electronic,356164,1782418854.0,2026-06-26 03:20:54,560a45f7160b06851f35da7f2bfcd85c,False,2340,4160,RGB,JPEG,0.5625,bfea8195d24286da,118.60475108892176,57.45254383487796,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\554.jpg,554.jpg,train,1_Electronic,4120449,1781617026.0,2026-06-16 20:37:06,fa4cd181812c538e321d778af1685d9f,False,2340,4160,RGB,JPEG,0.5625,be6fe514d04ad48a,133.30493565773614,64.15803161771353,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\555.jpg,555.jpg,train,1_Electronic,3310476,1781617026.0,2026-06-16 20:37:06,1f610f135a6a1834731802dce2206f21,False,4160,2340,RGB,JPEG,1.7777777777777777,af3ebf95d51080d0,140.78888382095113,67.16242692502199,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\556.jpg,556.jpg,train,1_Electronic,3439832,1781617026.0,2026-06-16 20:37:06,e95390ae9fa55abb70415cfe3baa669b,False,4160,2340,RGB,JPEG,1.7777777777777777,aa6fbdd49415d0d0,118.42807798460443,59.34853515824094,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\557.jpg,557.jpg,train,1_Electronic,3890723,1781617026.0,2026-06-16 20:37:06,3291355c51b023d11f78c5f248bbc664,False,2340,4160,RGB,JPEG,0.5625,be68c116dacb16d2,142.2508154928227,76.38995218435826,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\558.jpg,558.jpg,train,1_Electronic,3645676,1781617026.0,2026-06-16 20:37:06,cb995a4c17e57965ed16fd84de7f0218,False,2340,4160,RGB,JPEG,0.5625,ad78c0c27b6de03c,95.12348009807145,57.037957914312024,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\559.jpg,559.jpg,train,1_Electronic,3742101,1781617026.0,2026-06-16 20:37:06,943b67698b7afe1327292ec21ba65fd1,False,4160,2340,RGB,JPEG,1.7777777777777777,a9285587939e9eaa,122.7820217647381,49.15243218389363,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\560.jpg,560.jpg,train,1_Electronic,3864164,1781617026.0,2026-06-16 20:37:06,713e9f35da554ea350a0f86853837ed8,False,4160,2340,RGB,JPEG,1.7777777777777777,aa68c18585d79f8e,106.54451176583387,51.56410726500761,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\561.jpg,561.jpg,train,1_Electronic,3727639,1781617026.0,2026-06-16 20:37:06,f90410c989da0aec9c362ef90d9bcc73,False,2340,4160,RGB,JPEG,0.5625,a5d26ff08077e981,122.25634981782817,47.316630744972635,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\562.jpg,562.jpg,train,1_Electronic,349042,1782418856.0,2026-06-26 03:20:56,e9d4c89944bd01b66e3d365887384f2f,False,2340,4160,RGB,JPEG,0.5625,aff5d0c2cf30304e,118.86206573252247,50.7611179851794,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\563.jpg,563.jpg,train,1_Electronic,3848993,1781617026.0,2026-06-16 20:37:06,c9ad60055051f017359421e7da0a8025,False,4160,2340,RGB,JPEG,1.7777777777777777,aa3bd1c5454d9596,137.90311061801447,54.083481947021085,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\564.jpg,564.jpg,train,1_Electronic,3760724,1781617026.0,2026-06-16 20:37:06,fc91f4616b0bd76701079fe11af333cc,False,4160,2340,RGB,JPEG,1.7777777777777777,8f6f809010d78f6f,128.92646127821607,56.26266929806193,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\565.jpg,565.jpg,train,1_Electronic,375575,1782418856.0,2026-06-26 03:20:56,4e970ddb1cdc1504b1b5a12b2699e797,False,2340,4160,RGB,JPEG,0.5625,bdd4c24bd31b2c34,139.00666622150996,69.7440711380669,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\566.jpg,566.jpg,train,1_Electronic,380040,1782418856.0,2026-06-26 03:20:56,a31efd27888a37e571a332f1fb835b6d,False,2340,4160,RGB,JPEG,0.5625,ad78c0961fcbd02d,113.12936527503835,61.97074409807082,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\567.jpg,567.jpg,train,1_Electronic,369836,1782418856.0,2026-06-26 03:20:56,f4d22afb15e4079f7484b19fe11949a3,False,4160,2340,RGB,JPEG,1.7777777777777777,b92df0d4c28ac3d5,124.03829909051063,55.35413541657826,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\568.jpg,568.jpg,train,1_Electronic,3759875,1781617026.0,2026-06-16 20:37:06,7c64efe90c0862bef1661bef583a76b3,False,4160,2340,RGB,JPEG,1.7777777777777777,ba6dd097d2d29740,115.99847410557747,57.52954044281091,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\569.jpg,569.jpg,train,1_Electronic,3981410,1781617026.0,2026-06-16 20:37:06,b02889a6daefed99050c574727382fbf,False,2340,4160,RGB,JPEG,0.5625,a5576ad0099dc85f,116.38664759341441,47.29116404068114,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\570.jpg,570.jpg,train,1_Electronic,1510055,1781617026.0,2026-06-16 20:37:06,000a0f36e4955be90942a1d871fc9d36,False,2340,4160,RGB,JPEG,0.5625,af3dd4c0428bcf0b,189.6974660653627,82.80036099440203,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\571.jpg,571.jpg,train,1_Electronic,2243640,1781617026.0,2026-06-16 20:37:06,0166e1a9961d0c2989290dc0bf2bcff5,False,4160,2340,RGB,JPEG,1.7777777777777777,db2e6bd485c0d495,135.9558305596647,68.06940662874304,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\572.jpg,572.jpg,train,1_Electronic,2217462,1781617026.0,2026-06-16 20:37:06,e7eec522d736cdead9ebb33590684688,False,4160,2340,RGB,JPEG,1.7777777777777777,ab2fd5d5d04202d7,152.0604206045913,70.92269243004559,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\573.jpg,573.jpg,train,1_Electronic,255028,1782418856.0,2026-06-26 03:20:56,05f0634ee5f38b679dbb159ae5e3df05,False,2340,4160,RGB,JPEG,0.5625,af3fd5d040c2cb43,124.37496294926582,83.8753104123483,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\574.jpeg,574.jpeg,train,1_Electronic,49593,1781617026.0,2026-06-16 20:37:06,26138fc31fe2286548535960564a3424,False,1152,864,RGB,JPEG,1.3333333333333333,828f9c603a9b6dcd,121.26333965620712,67.47564574726415,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\575.jpeg,575.jpeg,train,1_Electronic,56212,1781617026.0,2026-06-16 20:37:06,78dd61092c83b78a47433fbc2efe0890,False,864,1152,RGB,JPEG,0.75,f5d4da4a96692d21,125.2510123965835,62.763153529444956,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\576.jpeg,576.jpeg,train,1_Electronic,31957,1781617026.0,2026-06-16 20:37:06,bda9a06645b66374cc9515951256c42c,False,864,1152,RGB,JPEG,0.75,b4c3cb301e34cb75,131.9457130379801,69.75302013134349,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\57638075-direct-view-of-old-broken-laptop-isolated-on-white-background.jpg,57638075-direct-view-of-old-broken-laptop-isolated-on-white-background.jpg,train,1_Electronic,174054,1604328394.0,2020-11-02 21:46:34,1870523d5091b59dba6257e3f145ced9,False,1300,1078,RGB,JPEG,1.2059369202226344,fa8596da816ba4d4,159.05402977974407,82.03448514491697,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\577.jpeg,577.jpeg,train,1_Electronic,30290,1781617026.0,2026-06-16 20:37:06,8f21ff7e41b592474eebd22250a0a6f0,False,864,1152,RGB,JPEG,0.75,f8d5858595878697,95.59353198141719,61.320392583108024,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\578.jpeg,578.jpeg,train,1_Electronic,32023,1781617026.0,2026-06-16 20:37:06,32bce2f8feee8df72d8791741036863c,False,864,1152,RGB,JPEG,0.75,f15696ad96668e22,118.54411745006001,66.78524284962194,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\579.jpeg,579.jpeg,train,1_Electronic,31725,1782418856.0,2026-06-26 03:20:56,84d3a5dd566d01cc814060dfa75fbfd3,False,1152,864,RGB,JPEG,1.3333333333333333,f86185967aa13d69,177.66900626393172,113.24515745666503,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\58.italy2_0254.jpg,58.italy2_0254.jpg,train,1_Electronic,1261859,1781393014.0,2026-06-14 06:23:34,27bb208a784e886ba8e7e07f88cc7536,False,3840,2560,RGB,JPEG,1.5,c52ddc15db2196ac,129.16943250868056,62.17470580379442,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\580.jpeg,580.jpeg,train,1_Electronic,23563,1781617026.0,2026-06-16 20:37:06,f940a4bd6b1e1a74bd9b31c5811eb09e,False,1152,864,RGB,JPEG,1.3333333333333333,fa38858787956a78,136.2184723695773,76.74483324439184,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\581.jpeg,581.jpeg,train,1_Electronic,32338,1781617026.0,2026-06-16 20:37:06,9d24aa19982d7bbd5f61bb53c4764ef0,False,1152,864,RGB,JPEG,1.3333333333333333,f095154a8bdfb868,116.94510352366255,76.89525058576874,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\582.jpeg,582.jpeg,train,1_Electronic,28704,1782418856.0,2026-06-26 03:20:56,341588b9963e1dcdfc369b71e0e13556,False,864,1152,RGB,JPEG,0.75,b081cf364333cf78,157.2806883760931,60.55154377205438,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\583.jpeg,583.jpeg,train,1_Electronic,22536,1781617026.0,2026-06-16 20:37:06,f267976ed0478ea22ad4fbd68b4c84b9,False,864,1152,RGB,JPEG,0.75,b4c3c3cbc32c693c,130.422650623714,82.23623829214891,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\584.jpeg,584.jpeg,train,1_Electronic,48478,1781617026.0,2026-06-16 20:37:06,05c7b4feda14952093dbc3828709f4d4,False,1152,864,RGB,JPEG,1.3333333333333333,d68a977f3c703098,95.42113855934929,72.84022573704392,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\585.jpeg,585.jpeg,train,1_Electronic,21962,1781617026.0,2026-06-16 20:37:06,0a45d72b2925bc7b9de12306c772a6da,False,1152,864,RGB,JPEG,1.3333333333333333,f08a8775706a6a8f,139.30093128429357,74.75066185138849,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\586.jpeg,586.jpeg,train,1_Electronic,45020,1781617026.0,2026-06-16 20:37:06,1fb9fbb8f416a8bb140cb73a54515925,False,1152,864,RGB,JPEG,1.3333333333333333,fd61c59556503a6a,138.18987811053242,68.78676644949336,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\587.jpeg,587.jpeg,train,1_Electronic,42201,1782418856.0,2026-06-26 03:20:56,75e5ccf81a436ce2cf0c02bd3b957707,False,1152,864,RGB,JPEG,1.3333333333333333,ea7f85817e807a68,162.2903166929227,115.85707073048853,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\588.jpeg,588.jpeg,train,1_Electronic,25169,1781617026.0,2026-06-16 20:37:06,92e28b37461e6c20fbd2c15c5507a830,False,1152,864,RGB,JPEG,1.3333333333333333,abd5d442556d3694,123.83333467292523,81.92794113500223,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\589.jpeg,589.jpeg,train,1_Electronic,22918,1781617026.0,2026-06-16 20:37:06,53d31c4d56c606303890a6e13f28acfe,False,1152,864,RGB,JPEG,1.3333333333333333,fa3885c730977878,131.63144142768348,81.88994622922326,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\59.1044448.jpg,59.1044448.jpg,train,1_Electronic,43897,1781430914.0,2026-06-14 16:55:14,97646ee268f345426e8411cfb21e13ca,False,600,490,RGB,JPEG,1.2244897959183674,a0cbbd17daae850c,106.59711904761905,67.68496741798478,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\59.4061063-img_0358.jpg,59.4061063-img_0358.jpg,train,1_Electronic,2579208,1782418858.0,2026-06-26 03:20:58,b33f34c9e8bdcdfa137c69e5f0605e6c,False,4032,3024,RGB,JPEG,1.3333333333333333,abab7c20bd3408b7,103.45846291834634,113.05054782320009,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\59.AdobeStock_500968458-800x250.jpeg,59.AdobeStock_500968458-800x250.jpeg,train,1_Electronic,12008,1782418858.0,2026-06-26 03:20:58,813aaae64395bd3f7dbd42befcec7eef,False,800,250,RGB,JPEG,3.2,ede511d89366b292,155.11728833333333,65.2290137682059,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\59.b0cfa6d15748631cfdb17e4ee448ebd2_XL.jpg,59.b0cfa6d15748631cfdb17e4ee448ebd2_XL.jpg,train,1_Electronic,483269,1781391804.0,2026-06-14 06:03:24,ca64a75dbe020c70811ca9b64733609a,False,900,632,RGB,JPEG,1.4240506329113924,fb9915a77a46211a,87.62506797937176,55.51624916456321,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\59.unearthed-fortune-in-your-old-tech-find-out-how-yo.jpg,59.unearthed-fortune-in-your-old-tech-find-out-how-yo.jpg,train,1_Electronic,182479,1781393488.0,2026-06-14 06:31:28,5f3e87a5068540a88dd7a6eb808d7759,False,1216,832,RGB,JPEG,1.4615384615384615,9b981f10d1f2c39e,60.70466825868758,60.73776181239024,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\590.jpeg,590.jpeg,train,1_Electronic,97550,1781617026.0,2026-06-16 20:37:06,019afe58c5be090c3f6a63f5eb1e02a9,False,1152,864,RGB,JPEG,1.3333333333333333,a5965e5a4aaa6b49,100.99823877154063,60.31117948721686,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\591.jpeg,591.jpeg,train,1_Electronic,51114,1781617026.0,2026-06-16 20:37:06,86b0a811354be9d4bea6f28b8c259b73,False,1152,864,RGB,JPEG,1.3333333333333333,c08b97783f616dc1,96.64809556916582,67.55148814503559,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\592.jpeg,592.jpeg,train,1_Electronic,83841,1781617026.0,2026-06-16 20:37:06,6627160e566a08cb86d15e7e97fc4497,False,1152,864,RGB,JPEG,1.3333333333333333,9d5192da49ed6964,100.26093207465277,60.619094843351,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\593.jpeg,593.jpeg,train,1_Electronic,50851,1781617028.0,2026-06-16 20:37:08,a6ee098d9edd0c2881b443fd13610a30,False,1152,864,RGB,JPEG,1.3333333333333333,c0bec067cad83795,90.48653006847992,73.94724608848146,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\594.jpeg,594.jpeg,train,1_Electronic,25542,1781617028.0,2026-06-16 20:37:08,aba8b0b48ae98f6a14d4f2b87c400510,False,1152,864,RGB,JPEG,1.3333333333333333,f000879f7cfa7868,134.58312301740398,70.73958934533742,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\595.jpeg,595.jpeg,train,1_Electronic,28894,1781617028.0,2026-06-16 20:37:08,1b857566707ac50b4067703c44da16c4,False,1152,864,RGB,JPEG,1.3333333333333333,afd5d41b3d2d60c0,135.9395793815372,76.83125667095395,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\596.jpeg,596.jpeg,train,1_Electronic,21522,1781617028.0,2026-06-16 20:37:08,52f51bc197e625fcbbae7de6f1e727c9,False,864,1152,RGB,JPEG,0.75,e1229e4a4ace696f,143.12719492133917,73.5078836478187,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\596f8aadc50c2931008b5381.jpeg,596f8aadc50c2931008b5381.jpeg,train,1_Electronic,12352,1604328394.0,2020-11-02 21:46:34,f2d7cf23d51152cc0dd65a21549873b3,False,602,531,RGB,WEBP,1.1337099811676083,cbb516ce45796426,96.60994842469024,74.63714770515698,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\597.jpeg,597.jpeg,train,1_Electronic,33761,1781617028.0,2026-06-16 20:37:08,eb2bce3fca47f42c44ffee67e7009980,False,864,1152,RGB,JPEG,0.75,aac9952a6aad551e,129.73115696534208,77.12234257264296,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\598.jpeg,598.jpeg,train,1_Electronic,32559,1782418858.0,2026-06-26 03:20:58,a9b177aa35fd7b0d50b92599838da50d,False,864,1152,RGB,JPEG,0.75,bc82c2c3c3cbc38f,131.6096924832819,92.20719351697174,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\599.jpeg,599.jpeg,train,1_Electronic,104094,1781617028.0,2026-06-16 20:37:08,f550967a0f8e72a022d8911ea229c58f,False,768,1024,RGB,JPEG,0.75,a4e9d207e714e13e,91.40305921766493,65.65339146758954,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\5d10ffd5e3ecba0ba12427c4.jpg,5d10ffd5e3ecba0ba12427c4.jpg,train,1_Electronic,211327,1604328394.0,2020-11-02 21:46:34,f7114fd00b3db97bf7960db5faec91c5,False,1200,600,RGB,JPEG,2.0,8cb1714e6ace3399,85.31285601851852,64.34856849690071,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\5wh0lsj1gtwy.jpg,5wh0lsj1gtwy.jpg,train,1_Electronic,862273,1604328394.0,2020-11-02 21:46:34,3037c0f79ad2c808fcdfa8440379a24a,False,3264,2448,RGB,JPEG,1.3333333333333333,e1c1f070bc3c1e3d,56.83850261918493,55.958829151333155,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.1872049-1000xauto-komputer-konslet.jpg,6.1872049-1000xauto-komputer-konslet.jpg,train,1_Electronic,179475,1782418858.0,2026-06-26 03:20:58,76dcb5aee344c362847d1734e52b9016,False,1000,991,RGB,JPEG,1.0090817356205852,fe4c5c9dc1701ba1,87.3118227379751,101.01731053945521,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.20170119155741-intip-pusat-pemusnahan-limbah-elektronik-di-jepang-001-dru.jpg,6.20170119155741-intip-pusat-pemusnahan-limbah-elektronik-di-jepang-001-dru.jpg,train,1_Electronic,190048,1781203188.0,2026-06-12 01:39:48,a6f8a85008d9202697916d4aa3445a52,False,540,350,RGB,JPEG,1.542857142857143,f1ee81307ccf8174,109.50752028218695,60.530630718005085,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.A93af357703654f80a54d020ec22ee592W.jpg,6.A93af357703654f80a54d020ec22ee592W.jpg,train,1_Electronic,494132,1781412656.0,2026-06-14 11:50:56,609c1b04d0ec3302e8bd2030a5d2fd95,False,1416,1416,RGB,JPEG,1.0,eac49578c63f6870,180.07703907854275,80.90020319759778,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.classic-desktop-computer-system-past-260nw-2648304523.jpg,6.classic-desktop-computer-system-past-260nw-2648304523.jpg,train,1_Electronic,15039,1781407124.0,2026-06-14 10:18:44,b492424cbc83a80c38376935f84fe1ed,False,390,280,RGB,JPEG,1.3928571428571428,edc69210676eb04f,183.45875457875457,58.11744489483423,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.crt-tv-old-television-600w-228881692.jpg,6.crt-tv-old-television-600w-228881692.jpg,train,1_Electronic,43284,1781422932.0,2026-06-14 14:42:12,16be9d844a28e64167e90e899251e044,False,600,620,RGB,JPEG,0.967741935483871,ae6bc1f0c4858c9f,178.05565322580642,92.12477549099883,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.depositphotos_167072430-stock-photo-computer-trash-on-a-pile.jpg,6.depositphotos_167072430-stock-photo-computer-trash-on-a-pile.jpg,train,1_Electronic,212721,1782418858.0,2026-06-26 03:20:58,f81fbaf93b872a3877c32d4f8334801d,False,1600,1167,RGB,JPEG,1.3710368466152527,861378cb63991dae,89.44944730077121,56.3127582651639,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.depositphotos_27499923-stock-photo-discarded-used-and-old-computer.jpg,6.depositphotos_27499923-stock-photo-discarded-used-and-old-computer.jpg,train,1_Electronic,18792,1781206588.0,2026-06-12 02:36:28,b44a952fc041b30a1c14daa716c7b3bf,False,600,400,RGB,WEBP,1.5,b991c6c6286bce39,165.96374583333332,88.04668943029264,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.electronics-monitor-screen-discarded-buried-retro-computer-screen-J9DERF.jpg,6.electronics-monitor-screen-discarded-buried-retro-computer-screen-J9DERF.jpg,train,1_Electronic,178979,1781419994.0,2026-06-14 13:53:14,6b0301f80cb6b4807042d51fbcb894f7,False,1300,767,RGB,JPEG,1.694915254237288,b89903c63cf963b2,163.98805469193996,73.72848291451383,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.free-photo-of-alat-aspal-rusak-pandangan-atas.jpeg,6.free-photo-of-alat-aspal-rusak-pandangan-atas.jpeg,train,1_Electronic,5297643,1781206044.0,2026-06-12 02:27:24,7f1e9577e236199d4fba5e0de937970a,False,5760,3840,RGB,JPEG,1.5,b6a799c8649b7624,163.59314731927566,53.75729414208678,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,6.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,train,1_Electronic,144723,1781391442.0,2026-06-14 05:57:22,7d9042b2257afba17734f50c521792e7,False,934,488,RGB,JPEG,1.9139344262295082,b5eaac90995e0ce6,136.20897324510597,72.82250416239592,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.jpeg,6.jpeg,train,1_Electronic,100409,1781617028.0,2026-06-16 20:37:08,f7538b55404b4b6d205baf933b7dd6af,False,1280,720,RGB,JPEG,1.7777777777777777,d329d3c92596332d,102.81098198784723,62.10386690928363,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.led-tv-display-repair-services.jpg,6.led-tv-display-repair-services.jpg,train,1_Electronic,171580,1781421986.0,2026-06-14 14:26:26,c9fa887109ae3ada8b2543d6312ebecd,False,1080,1080,RGB,JPEG,1.0,ac8a979e8794c6b1,111.24123228166438,78.84240693975288,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.pexels-photo-29020140.jpeg,6.pexels-photo-29020140.jpeg,train,1_Electronic,3175037,1781417812.0,2026-06-14 13:16:52,93257441fdf8848c5c336f8c4337e43e,False,4702,4005,RGB,JPEG,1.1740324594257179,cb08e7b748f0b70c,79.83657315141838,85.00110752338567,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\6.WhatsApp-Image-2024-09-14-at-14.56.33-3-1024x1024.jpeg,6.WhatsApp-Image-2024-09-14-at-14.56.33-3-1024x1024.jpeg,train,1_Electronic,130106,1781203500.0,2026-06-12 01:45:00,f01dbd73f5aaa217e6fb40eebda55b5d,False,1024,1024,RGB,JPEG,1.0,cc684bb0e49ad6d9,119.011949857076,53.568831282641725,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\60.028cabdd-cc31-419c-b95f-fa3d1346d79c_w408_r1_s.jpg,60.028cabdd-cc31-419c-b95f-fa3d1346d79c_w408_r1_s.jpg,train,1_Electronic,33457,1781205222.0,2026-06-12 02:13:42,3b302960e7edf349d1f9c10c17f5845f,False,408,230,RGB,JPEG,1.7739130434782608,9b5b26249bc2747c,47.83822463768116,42.78270651103346,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\60.6.jpg,60.6.jpg,train,1_Electronic,29410,1782418858.0,2026-06-26 03:20:58,5635a3e31e17dc3189dbb4106308f268,False,852,480,RGB,JPEG,1.775,a9a8cea949515eb5,66.15848656755348,56.69492151817547,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\60.depositphotos_309979960-stock-photo-pile-electronic-waste-motherboard-computer.jpg,60.depositphotos_309979960-stock-photo-pile-electronic-waste-motherboard-computer.jpg,train,1_Electronic,78194,1781206808.0,2026-06-12 02:40:08,a4d2182e13298a421f17d3c8d916eca6,False,600,450,RGB,WEBP,1.3333333333333333,a7c046322bbb0d7d,86.62325555555556,70.73394057954687,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\60.geograph-3015164-by-stefan-czapski.jpg,60.geograph-3015164-by-stefan-czapski.jpg,train,1_Electronic,192388,1781393492.0,2026-06-14 06:31:32,668f7608878ff9822bb7064639bef4f4,False,800,592,RGB,JPEG,1.3513513513513513,b98290a3cd99e0f7,112.34469876126127,75.4143766072778,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\60.Sef7b95a8ce9548fd86860b0cb05d5952t.jpeg,60.Sef7b95a8ce9548fd86860b0cb05d5952t.jpeg,train,1_Electronic,640588,1781413408.0,2026-06-14 12:03:28,c679dd88289c694cbdb4d4f7ce30ff17,False,1600,1600,RGB,JPEG,1.0,d237f1c97c393214,110.65022734374999,55.12387662154276,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\60.vast-electronic-waste-stockcake.jpg,60.vast-electronic-waste-stockcake.jpg,train,1_Electronic,67151,1781391808.0,2026-06-14 06:03:28,3c6269219491d737bbd8c66af1dc7f82,False,728,408,RGB,JPEG,1.7843137254901962,c0d1c7c5e6ad6b28,75.17421151152769,62.031294603132835,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\60.who_20210315_uy_1501-min.jpg,60.who_20210315_uy_1501-min.jpg,train,1_Electronic,232611,1781389968.0,2026-06-14 05:32:48,a7955bb9ea1c9c3738c69b1a5fa9a642,False,1600,1067,RGB,JPEG,1.499531396438613,ea34e187e750951e,98.4509079194002,75.2234933223139,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\600.jpeg,600.jpeg,train,1_Electronic,65652,1781617028.0,2026-06-16 20:37:08,38bbf505b3799a0b00266baa7ee55bf2,False,780,1040,RGB,JPEG,0.75,928d4d93926d7c93,45.280871959237345,41.44909227107798,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\601.jpeg,601.jpeg,train,1_Electronic,84413,1781617028.0,2026-06-16 20:37:08,ec574df0593dbbcade2100259263c8a0,False,780,1040,RGB,JPEG,0.75,dce76399c82427d8,32.98359385272847,34.57481384997172,"width out of range [136.00, 360.00]"
c:/Github/BDC2026\train\1_Electronic\602.jpeg,602.jpeg,train,1_Electronic,59671,1781617028.0,2026-06-16 20:37:08,34b867a43e3d605ce3ff8cf7c795bb0b,False,1040,780,RGB,JPEG,1.3333333333333333,bf7dc0c269a53524,160.43246014135437,81.06676015392868,"width out of range [136.00, 360.00]"
