filepath,filename,partition,label,size_bytes,mod_time,mod_datetime,md5,is_corrupted,width,height,mode,format,aspect_ratio,phash,mean_brightness,std_brightness
c:/Github/BDC2026\train\1_Electronic\Mouse_193.jpg,Mouse_193.jpg,train,1_Electronic,2723,1781617514.0,2026-06-16 20:45:14,95a3fa1c097bc226100e34768e904fbd,False,150,150,RGB,JPEG,1.0,e2dc8529de27d027,218.4122074074074,45.49227234570552
c:/Github/BDC2026\train\0_Recyclable\R_799.jpg,R_799.jpg,train,0_Recyclable,6554,1604328422.0,2020-11-02 21:47:02,95bd2693fd68b87d40601c3002ebdf21,False,225,224,RGB,JPEG,1.0044642857142858,b8848768db061f7b,156.50124338624337,40.07250329764842
c:/Github/BDC2026\train\2_Organic\O_8873.jpg,O_8873.jpg,train,2_Organic,6554,1604328416.0,2020-11-02 21:46:56,95bd2693fd68b87d40601c3002ebdf21,False,225,224,RGB,JPEG,1.0044642857142858,b8848768db061f7b,156.50124338624337,40.07250329764842
c:/Github/BDC2026\train\2_Organic\O_2027.jpg,O_2027.jpg,train,2_Organic,15028,1604328408.0,2020-11-02 21:46:48,969085c9e42adc6817bad8724e2bd924,False,275,183,RGB,JPEG,1.5027322404371584,f3f2a46c8f31a541,118.35086603742342,79.74931535467702
c:/Github/BDC2026\train\2_Organic\O_566.jpg,O_566.jpg,train,2_Organic,15028,1604328412.0,2020-11-02 21:46:52,969085c9e42adc6817bad8724e2bd924,False,275,183,RGB,JPEG,1.5027322404371584,f3f2a46c8f31a541,118.35086603742342,79.74931535467702
c:/Github/BDC2026\train\2_Organic\O_4624.jpg,O_4624.jpg,train,2_Organic,14283,1604328412.0,2020-11-02 21:46:52,97f1f9d9adabee8ebd6727638ec42bc0,False,259,194,RGB,JPEG,1.3350515463917525,e4e7319c9ce1035e,105.77542490944552,54.89211126383983
c:/Github/BDC2026\test\409.jpg,409.jpg,test,,14283,1782752596.0,2026-06-30 00:03:16,97f1f9d9adabee8ebd6727638ec42bc0,False,259,194,RGB,JPEG,1.3350515463917525,e4e7319c9ce1035e,105.77542490944552,54.89211126383983
c:/Github/BDC2026\train\2_Organic\O_4581.jpg,O_4581.jpg,train,2_Organic,6793,1604328412.0,2020-11-02 21:46:52,9ba79d1a84e854713b327efff56edbd5,False,225,225,RGB,JPEG,1.0,daa24e49a6695d9a,169.99484444444445,62.90779638229147
c:/Github/BDC2026\test\57.jpg,57.jpg,test,,6793,1782752596.0,2026-06-30 00:03:16,9ba79d1a84e854713b327efff56edbd5,False,225,225,RGB,JPEG,1.0,daa24e49a6695d9a,169.99484444444445,62.90779638229147
c:/Github/BDC2026\train\1_Electronic\pcb_110.jpg,pcb_110.jpg,train,1_Electronic,9250,1781617518.0,2026-06-16 20:45:18,9bb4526acea25014d4a706c034811291,False,150,150,RGB,JPEG,1.0,e16d9e209e1ea876,124.48552592592593,61.90560020133677
c:/Github/BDC2026\train\1_Electronic\pcb_155.jpg,pcb_155.jpg,train,1_Electronic,9250,1781617520.0,2026-06-16 20:45:20,9bb4526acea25014d4a706c034811291,False,150,150,RGB,JPEG,1.0,e16d9e209e1ea876,124.48552592592593,61.90560020133677
c:/Github/BDC2026\train\2_Organic\O_4463.jpg,O_4463.jpg,train,2_Organic,9235,1604328410.0,2020-11-02 21:46:50,9da1e7fa2df53dbec13bbe77440f82ef,False,259,194,RGB,JPEG,1.3350515463917525,d2b3ad0c41397cb5,160.7448420438111,64.14026833639902
c:/Github/BDC2026\test\271.jpg,271.jpg,test,,9235,1782752596.0,2026-06-30 00:03:16,9da1e7fa2df53dbec13bbe77440f82ef,False,259,194,RGB,JPEG,1.3350515463917525,d2b3ad0c41397cb5,160.7448420438111,64.14026833639902
c:/Github/BDC2026\train\2_Organic\O_4785.jpg,O_4785.jpg,train,2_Organic,3681,1604328412.0,2020-11-02 21:46:52,9faef0c91932cc0d9e16e97fe4cafc8f,False,198,255,RGB,JPEG,0.7764705882352941,e593923896cdc939,220.7187165775401,51.62486269066571
c:/Github/BDC2026\test\545.jpg,545.jpg,test,,3681,1782752596.0,2026-06-30 00:03:16,9faef0c91932cc0d9e16e97fe4cafc8f,False,198,255,RGB,JPEG,0.7764705882352941,e593923896cdc939,220.7187165775401,51.62486269066571
c:/Github/BDC2026\train\2_Organic\O_4570.jpg,O_4570.jpg,train,2_Organic,17819,1604328412.0,2020-11-02 21:46:52,aa63f4e0f75cdb47ae0997a92436edbc,False,274,184,RGB,JPEG,1.4891304347826086,83a91a685cf6ceaa,142.3823521633344,63.29838152656645
c:/Github/BDC2026\test\1052.jpg,1052.jpg,test,,17819,1782752596.0,2026-06-30 00:03:16,aa63f4e0f75cdb47ae0997a92436edbc,False,274,184,RGB,JPEG,1.4891304347826086,83a91a685cf6ceaa,142.3823521633344,63.29838152656645
c:/Github/BDC2026\train\1_Electronic\Mouse_147.jpg,Mouse_147.jpg,train,1_Electronic,3608,1781617552.0,2026-06-16 20:45:52,acf333cddec3bf30d511300f8b5e0871,False,150,150,RGB,JPEG,1.0,d26b4d3479d38668,96.75154074074074,40.16167497442167
c:/Github/BDC2026\train\1_Electronic\Mouse_187.jpg,Mouse_187.jpg,train,1_Electronic,3608,1781617514.0,2026-06-16 20:45:14,acf333cddec3bf30d511300f8b5e0871,False,150,150,RGB,JPEG,1.0,d26b4d3479d38668,96.75154074074074,40.16167497442167
c:/Github/BDC2026\train\1_Electronic\IMG-20200328-WA0030(1).jpg,IMG-20200328-WA0030(1).jpg,train,1_Electronic,53234,1781617042.0,2026-06-16 20:37:22,b08d3af0610d14b90f181b3e58f9e7c0,False,640,1280,RGB,JPEG,0.5,b9bd9572c2c8c899,86.06615844726564,57.0976143477511
c:/Github/BDC2026\train\1_Electronic\IMG-20200328-WA0030.jpg,IMG-20200328-WA0030.jpg,train,1_Electronic,53234,1781617042.0,2026-06-16 20:37:22,b08d3af0610d14b90f181b3e58f9e7c0,False,640,1280,RGB,JPEG,0.5,b9bd9572c2c8c899,86.06615844726564,57.0976143477511
c:/Github/BDC2026\train\2_Organic\O_4833.jpg,O_4833.jpg,train,2_Organic,6194,1604328412.0,2020-11-02 21:46:52,b529a6e0d157c5070b012f22115b46d6,False,297,170,RGB,JPEG,1.7470588235294118,fa84954fc56a6790,210.24039743843664,57.23495690325033
c:/Github/BDC2026\test\355.jpg,355.jpg,test,,6194,1782752596.0,2026-06-30 00:03:16,b529a6e0d157c5070b012f22115b46d6,False,297,170,RGB,JPEG,1.7470588235294118,fa84954fc56a6790,210.24039743843664,57.23495690325033
c:/Github/BDC2026\train\1_Electronic\Printer_59.jpg,Printer_59.jpg,train,1_Electronic,4938,1781617536.0,2026-06-16 20:45:36,b59567fe3c7f0443a1e823477bd5a140,False,150,150,RGB,JPEG,1.0,acab74358ac8c771,98.25115555555556,63.09964109672031
c:/Github/BDC2026\train\1_Electronic\Printer_60.jpg,Printer_60.jpg,train,1_Electronic,4938,1781617536.0,2026-06-16 20:45:36,b59567fe3c7f0443a1e823477bd5a140,False,150,150,RGB,JPEG,1.0,acab74358ac8c771,98.25115555555556,63.09964109672031
c:/Github/BDC2026\train\2_Organic\O_4853.jpg,O_4853.jpg,train,2_Organic,10320,1604328412.0,2020-11-02 21:46:52,b62d8eb5a9c002907782a1e3627d0758,False,517,97,RGB,JPEG,5.329896907216495,8cb08fb78f218db1,105.1949590221141,63.628965388612734
c:/Github/BDC2026\test\974.jpg,974.jpg,test,,10320,1782752596.0,2026-06-30 00:03:16,b62d8eb5a9c002907782a1e3627d0758,False,517,97,RGB,JPEG,5.329896907216495,8cb08fb78f218db1,105.1949590221141,63.628965388612734
c:/Github/BDC2026\train\2_Organic\O_10266.jpg,O_10266.jpg,train,2_Organic,6970,1604328404.0,2020-11-02 21:46:44,ba625da23810a2e5179928dd1f0fd614,False,197,256,RGB,JPEG,0.76953125,ea9695699a40cbb3,181.71830715947547,79.49349632239365
c:/Github/BDC2026\train\2_Organic\O_6765.jpg,O_6765.jpg,train,2_Organic,6970,1604328414.0,2020-11-02 21:46:54,ba625da23810a2e5179928dd1f0fd614,False,197,256,RGB,JPEG,0.76953125,ea9695699a40cbb3,181.71830715947547,79.49349632239365
c:/Github/BDC2026\train\2_Organic\O_4602.jpg,O_4602.jpg,train,2_Organic,6696,1604328412.0,2020-11-02 21:46:52,bc866fe77f7511bd86ae0ecf0102ec20,False,282,179,RGB,JPEG,1.5754189944134078,944e5951af3c443f,147.8710725464559,58.09295412677317
c:/Github/BDC2026\test\367.jpg,367.jpg,test,,6696,1782752596.0,2026-06-30 00:03:16,bc866fe77f7511bd86ae0ecf0102ec20,False,282,179,RGB,JPEG,1.5754189944134078,944e5951af3c443f,147.8710725464559,58.09295412677317
c:/Github/BDC2026\train\1_Electronic\pcb_156.jpg,pcb_156.jpg,train,1_Electronic,8000,1781617520.0,2026-06-16 20:45:20,beab25ac969515a9bb418536391387e2,False,150,150,RGB,JPEG,1.0,8c332928744f9eed,99.47831111111111,48.27865646519896
c:/Github/BDC2026\train\1_Electronic\pcb_161.jpg,pcb_161.jpg,train,1_Electronic,8000,1781617520.0,2026-06-16 20:45:20,beab25ac969515a9bb418536391387e2,False,150,150,RGB,JPEG,1.0,8c332928744f9eed,99.47831111111111,48.27865646519896
c:/Github/BDC2026\train\2_Organic\O_4481.jpg,O_4481.jpg,train,2_Organic,9320,1604328410.0,2020-11-02 21:46:50,bf9cef9c224c60cd5bc1248e7eb07d72,False,286,176,RGB,JPEG,1.625,aeb4d143ce9d2670,193.06216226954862,83.04451411792276
c:/Github/BDC2026\test\91.jpg,91.jpg,test,,9320,1782752596.0,2026-06-30 00:03:16,bf9cef9c224c60cd5bc1248e7eb07d72,False,286,176,RGB,JPEG,1.625,aeb4d143ce9d2670,193.06216226954862,83.04451411792276
c:/Github/BDC2026\train\2_Organic\O_4489.jpg,O_4489.jpg,train,2_Organic,10076,1604328410.0,2020-11-02 21:46:50,c092533c9f8a1d039dcd9c64fce9760d,False,287,176,RGB,JPEG,1.6306818181818181,cc6da327e286e532,108.90477510294583,48.68323016902814
c:/Github/BDC2026\test\1243.jpg,1243.jpg,test,,10076,1782752596.0,2026-06-30 00:03:16,c092533c9f8a1d039dcd9c64fce9760d,False,287,176,RGB,JPEG,1.6306818181818181,cc6da327e286e532,108.90477510294583,48.68323016902814
c:/Github/BDC2026\train\1_Electronic\Mouse_179.jpg,Mouse_179.jpg,train,1_Electronic,3410,1781617514.0,2026-06-16 20:45:14,c676edd3cce133ccd7390fe72bf37e0e,False,150,150,RGB,JPEG,1.0,eaca970fd930e521,166.99648888888888,60.60296758475679
c:/Github/BDC2026\train\1_Electronic\Mouse_186.jpg,Mouse_186.jpg,train,1_Electronic,3410,1781617514.0,2026-06-16 20:45:14,c676edd3cce133ccd7390fe72bf37e0e,False,150,150,RGB,JPEG,1.0,eaca970fd930e521,166.99648888888888,60.60296758475679
c:/Github/BDC2026\train\2_Organic\O_4775.jpg,O_4775.jpg,train,2_Organic,4418,1604328412.0,2020-11-02 21:46:52,c9eeaf17b6aac8e428f8feb52ae0d669,False,259,194,RGB,JPEG,1.3350515463917525,c6cc69139136bfc1,42.54618609773249,48.097382289144065
c:/Github/BDC2026\test\120.jpg,120.jpg,test,,4418,1782752596.0,2026-06-30 00:03:16,c9eeaf17b6aac8e428f8feb52ae0d669,False,259,194,RGB,JPEG,1.3350515463917525,c6cc69139136bfc1,42.54618609773249,48.097382289144065
c:/Github/BDC2026\train\2_Organic\O_4471.jpg,O_4471.jpg,train,2_Organic,10566,1604328410.0,2020-11-02 21:46:50,cdfebf4fb35b079204fd1c1f8a5b4539,False,259,195,RGB,JPEG,1.3282051282051281,e3b5a0c4964a9bd9,118.14430254430255,73.24213936463208
c:/Github/BDC2026\test\276.jpg,276.jpg,test,,10566,1782752596.0,2026-06-30 00:03:16,cdfebf4fb35b079204fd1c1f8a5b4539,False,259,195,RGB,JPEG,1.3282051282051281,e3b5a0c4964a9bd9,118.14430254430255,73.24213936463208
c:/Github/BDC2026\train\2_Organic\O_4550.jpg,O_4550.jpg,train,2_Organic,9648,1604328412.0,2020-11-02 21:46:52,ce3165d9110eb22c1f1e798bf791302e,False,225,225,RGB,JPEG,1.0,d30c431eb3e9953a,104.01722469135802,74.73970550878268
c:/Github/BDC2026\test\1194.jpg,1194.jpg,test,,9648,1782752596.0,2026-06-30 00:03:16,ce3165d9110eb22c1f1e798bf791302e,False,225,225,RGB,JPEG,1.0,d30c431eb3e9953a,104.01722469135802,74.73970550878268
c:/Github/BDC2026\train\2_Organic\O_2501.jpg,O_2501.jpg,train,2_Organic,8157,1604328408.0,2020-11-02 21:46:48,cf0b415a4acd1ba713c9dbcf0fa64811,False,225,225,RGB,JPEG,1.0,b339ccc6c64e49c9,225.3041777777778,53.455072507558384
c:/Github/BDC2026\train\2_Organic\O_5679.jpg,O_5679.jpg,train,2_Organic,8157,1604328412.0,2020-11-02 21:46:52,cf0b415a4acd1ba713c9dbcf0fa64811,False,225,225,RGB,JPEG,1.0,b339ccc6c64e49c9,225.3041777777778,53.455072507558384
c:/Github/BDC2026\train\2_Organic\O_4857.jpg,O_4857.jpg,train,2_Organic,7409,1604328412.0,2020-11-02 21:46:52,d03c8c995d47951f4f3be32bc6a1114c,False,328,154,RGB,JPEG,2.1298701298701297,8fc3f0b6f43b810c,137.78915901172,53.0531606466638
c:/Github/BDC2026\test\657.jpg,657.jpg,test,,7409,1782752596.0,2026-06-30 00:03:16,d03c8c995d47951f4f3be32bc6a1114c,False,328,154,RGB,JPEG,2.1298701298701297,8fc3f0b6f43b810c,137.78915901172,53.0531606466638
c:/Github/BDC2026\train\2_Organic\O_4563.jpg,O_4563.jpg,train,2_Organic,11935,1604328412.0,2020-11-02 21:46:52,d140388f0ad96b7293ee413015d68889,False,259,194,RGB,JPEG,1.3350515463917525,9b256844b259ef5a,96.43668484390135,50.93809486904919
c:/Github/BDC2026\test\322.jpg,322.jpg,test,,11935,1782752596.0,2026-06-30 00:03:16,d140388f0ad96b7293ee413015d68889,False,259,194,RGB,JPEG,1.3350515463917525,9b256844b259ef5a,96.43668484390135,50.93809486904919
c:/Github/BDC2026\train\2_Organic\O_4691.jpg,O_4691.jpg,train,2_Organic,10144,1604328412.0,2020-11-02 21:46:52,d14bae4aa44538ec39323a41353e1f6f,False,188,268,RGB,JPEG,0.7014925373134329,c4ce67921cbb0abc,138.73414840690165,56.23542888742219
c:/Github/BDC2026\test\725.jpg,725.jpg,test,,10144,1782752596.0,2026-06-30 00:03:16,d14bae4aa44538ec39323a41353e1f6f,False,188,268,RGB,JPEG,0.7014925373134329,c4ce67921cbb0abc,138.73414840690165,56.23542888742219
c:/Github/BDC2026\train\1_Electronic\Television_238.jpg,Television_238.jpg,train,1_Electronic,4302,1781617542.0,2026-06-16 20:45:42,d1e31ec5fc10c06a9934a8275b4c84ed,False,150,150,RGB,JPEG,1.0,9f33e8cc96e1051e,185.25542222222222,81.87045264321439
c:/Github/BDC2026\train\1_Electronic\Television_245.jpg,Television_245.jpg,train,1_Electronic,4302,1781617542.0,2026-06-16 20:45:42,d1e31ec5fc10c06a9934a8275b4c84ed,False,150,150,RGB,JPEG,1.0,9f33e8cc96e1051e,185.25542222222222,81.87045264321439
c:/Github/BDC2026\train\2_Organic\O_4638.jpg,O_4638.jpg,train,2_Organic,5231,1604328412.0,2020-11-02 21:46:52,d39f1c44ee1bbd124e5f0fb11dec1d65,False,202,250,RGB,JPEG,0.808,af9cda6198c069ce,213.4690693069307,53.0103315814566
c:/Github/BDC2026\test\1095.jpg,1095.jpg,test,,5231,1782752596.0,2026-06-30 00:03:16,d39f1c44ee1bbd124e5f0fb11dec1d65,False,202,250,RGB,JPEG,0.808,af9cda6198c069ce,213.4690693069307,53.0103315814566
c:/Github/BDC2026\train\2_Organic\O_4470.jpg,O_4470.jpg,train,2_Organic,8406,1604328410.0,2020-11-02 21:46:50,d59f5bfb59c8685800e165e2b3cf80e8,False,275,183,RGB,JPEG,1.5027322404371584,aab990d6d86ba516,150.06188441794998,62.93265721794936
c:/Github/BDC2026\test\739.jpg,739.jpg,test,,8406,1782752596.0,2026-06-30 00:03:16,d59f5bfb59c8685800e165e2b3cf80e8,False,275,183,RGB,JPEG,1.5027322404371584,aab990d6d86ba516,150.06188441794998,62.93265721794936
c:/Github/BDC2026\train\2_Organic\O_4789.jpg,O_4789.jpg,train,2_Organic,9961,1604328412.0,2020-11-02 21:46:52,d645187638c14c2a1cb61edfe3f4bcaa,False,299,169,RGB,JPEG,1.7692307692307692,aa94d54a6178bca7,127.08753042686668,57.3224916610902
c:/Github/BDC2026\test\590.jpg,590.jpg,test,,9961,1782752596.0,2026-06-30 00:03:16,d645187638c14c2a1cb61edfe3f4bcaa,False,299,169,RGB,JPEG,1.7692307692307692,aa94d54a6178bca7,127.08753042686668,57.3224916610902
c:/Github/BDC2026\train\2_Organic\O_4703.jpg,O_4703.jpg,train,2_Organic,10758,1604328412.0,2020-11-02 21:46:52,d922d25e8337947946c3901d44b99ac9,False,259,194,RGB,JPEG,1.3350515463917525,e0c6979ada395961,132.97884408709152,64.08052350139984
c:/Github/BDC2026\test\284.jpg,284.jpg,test,,10758,1782752596.0,2026-06-30 00:03:16,d922d25e8337947946c3901d44b99ac9,False,259,194,RGB,JPEG,1.3350515463917525,e0c6979ada395961,132.97884408709152,64.08052350139984
c:/Github/BDC2026\train\2_Organic\O_4722.jpg,O_4722.jpg,train,2_Organic,11569,1604328412.0,2020-11-02 21:46:52,dde6a2ee629aabf51d19e5a26bcab436,False,258,195,RGB,JPEG,1.323076923076923,f74741c1620e9b57,152.043039819784,63.8348397857583
c:/Github/BDC2026\test\1060.jpg,1060.jpg,test,,11569,1782752596.0,2026-06-30 00:03:16,dde6a2ee629aabf51d19e5a26bcab436,False,258,195,RGB,JPEG,1.323076923076923,f74741c1620e9b57,152.043039819784,63.8348397857583
c:/Github/BDC2026\train\2_Organic\O_4486.jpg,O_4486.jpg,train,2_Organic,13509,1604328410.0,2020-11-02 21:46:50,e24045cf6273c6d423a96a75794df08a,False,267,189,RGB,JPEG,1.4126984126984128,805fe54d8f06833f,151.85552450970678,56.312502993254334
c:/Github/BDC2026\test\1421.jpg,1421.jpg,test,,13509,1782752596.0,2026-06-30 00:03:16,e24045cf6273c6d423a96a75794df08a,False,267,189,RGB,JPEG,1.4126984126984128,805fe54d8f06833f,151.85552450970678,56.312502993254334
c:/Github/BDC2026\train\2_Organic\O_3391(1).jpg,O_3391(1).jpg,train,2_Organic,6726,1604328410.0,2020-11-02 21:46:50,e4bea970ac7728295c408fae7a24d277,False,258,195,RGB,JPEG,1.323076923076923,be91b16299cd5a25,200.1426025309746,53.775338201095444
c:/Github/BDC2026\train\2_Organic\O_3391.jpg,O_3391.jpg,train,2_Organic,6726,1604328410.0,2020-11-02 21:46:50,e4bea970ac7728295c408fae7a24d277,False,258,195,RGB,JPEG,1.323076923076923,be91b16299cd5a25,200.1426025309746,53.775338201095444
c:/Github/BDC2026\train\2_Organic\O_4546.jpg,O_4546.jpg,train,2_Organic,6922,1604328412.0,2020-11-02 21:46:52,e4f6a12a1659dece45d0ccc192445f4d,False,239,211,RGB,JPEG,1.132701421800948,fa39a5e4d2c0cb83,144.33678372893903,102.46591253854415
c:/Github/BDC2026\test\529.jpg,529.jpg,test,,6922,1782752596.0,2026-06-30 00:03:16,e4f6a12a1659dece45d0ccc192445f4d,False,239,211,RGB,JPEG,1.132701421800948,fa39a5e4d2c0cb83,144.33678372893903,102.46591253854415
c:/Github/BDC2026\train\2_Organic\O_4928.jpg,O_4928.jpg,train,2_Organic,7145,1604328412.0,2020-11-02 21:46:52,e59c3e81ed5f1c5055f05ec92a4a0a6a,False,297,170,RGB,JPEG,1.7470588235294118,c3db555aca2ae149,122.82686340529477,39.22004076400581
c:/Github/BDC2026\test\819.jpg,819.jpg,test,,7145,1782752596.0,2026-06-30 00:03:16,e59c3e81ed5f1c5055f05ec92a4a0a6a,False,297,170,RGB,JPEG,1.7470588235294118,c3db555aca2ae149,122.82686340529477,39.22004076400581
c:/Github/BDC2026\train\2_Organic\O_4614.jpg,O_4614.jpg,train,2_Organic,8436,1604328412.0,2020-11-02 21:46:52,e5fe7ca5130d1f69ab860e67cb1b49ae,False,194,259,RGB,JPEG,0.749034749034749,a725d45a85064bfd,198.9795738300893,68.47772556447649
c:/Github/BDC2026\test\134.jpg,134.jpg,test,,8436,1782752596.0,2026-06-30 00:03:16,e5fe7ca5130d1f69ab860e67cb1b49ae,False,194,259,RGB,JPEG,0.749034749034749,a725d45a85064bfd,198.9795738300893,68.47772556447649
c:/Github/BDC2026\train\2_Organic\O_4528.jpg,O_4528.jpg,train,2_Organic,7413,1604328412.0,2020-11-02 21:46:52,e6bc481e7668f03376f4912cb7c934aa,False,275,183,RGB,JPEG,1.5027322404371584,858b8e953d8bd06e,136.51111773472428,64.23792673843319
c:/Github/BDC2026\test\1118.jpg,1118.jpg,test,,7413,1782752596.0,2026-06-30 00:03:16,e6bc481e7668f03376f4912cb7c934aa,False,275,183,RGB,JPEG,1.5027322404371584,858b8e953d8bd06e,136.51111773472428,64.23792673843319
c:/Github/BDC2026\train\2_Organic\O_4551.jpg,O_4551.jpg,train,2_Organic,5721,1604328412.0,2020-11-02 21:46:52,e8f4560fef867445406ebca7cea23d46,False,297,170,RGB,JPEG,1.7470588235294118,a24b1cf5dc40d7f0,152.51071499306792,68.6253144801932
c:/Github/BDC2026\test\1026.jpg,1026.jpg,test,,5721,1782752596.0,2026-06-30 00:03:16,e8f4560fef867445406ebca7cea23d46,False,297,170,RGB,JPEG,1.7470588235294118,a24b1cf5dc40d7f0,152.51071499306792,68.6253144801932
c:/Github/BDC2026\train\1_Electronic\Player_146.jpg,Player_146.jpg,train,1_Electronic,4633,1781617556.0,2026-06-16 20:45:56,e9b639eab8750e613a3548011e1ef0a9,False,150,150,RGB,JPEG,1.0,be2dc1cacb869692,175.37534814814816,84.63047825461042
c:/Github/BDC2026\train\1_Electronic\Player_99.jpg,Player_99.jpg,train,1_Electronic,4633,1781617556.0,2026-06-16 20:45:56,e9b639eab8750e613a3548011e1ef0a9,False,150,150,RGB,JPEG,1.0,be2dc1cacb869692,175.37534814814816,84.63047825461042
c:/Github/BDC2026\train\2_Organic\O_3833.jpg,O_3833.jpg,train,2_Organic,12085,1604328410.0,2020-11-02 21:46:50,ece268d7eed3cd13cf22c0fb9937a850,False,306,165,RGB,JPEG,1.8545454545454545,c0e6ecc2c0dc3d3d,113.65696837657623,66.31149572286925
c:/Github/BDC2026\train\2_Organic\O_9612.jpg,O_9612.jpg,train,2_Organic,12085,1604328416.0,2020-11-02 21:46:56,ece268d7eed3cd13cf22c0fb9937a850,False,306,165,RGB,JPEG,1.8545454545454545,c0e6ecc2c0dc3d3d,113.65696837657623,66.31149572286925
c:/Github/BDC2026\train\1_Electronic\457.jpeg,457.jpeg,train,1_Electronic,51409,1781617022.0,2026-06-16 20:37:02,ed4e112a4affb383045dfa21c31e3034,False,870,1160,RGB,JPEG,0.75,e5e8976b18366893,131.75163066455278,47.23086886814216
c:/Github/BDC2026\train\1_Electronic\507.jpeg,507.jpeg,train,1_Electronic,51409,1781617024.0,2026-06-16 20:37:04,ed4e112a4affb383045dfa21c31e3034,False,870,1160,RGB,JPEG,0.75,e5e8976b18366893,131.75163066455278,47.23086886814216
c:/Github/BDC2026\train\2_Organic\O_4668.jpg,O_4668.jpg,train,2_Organic,11287,1604328412.0,2020-11-02 21:46:52,ed8b2230467cb1591e55ccd04070ceea,False,299,169,RGB,JPEG,1.7692307692307692,d73a42b636c5d891,81.27105473207867,60.09031692855891
c:/Github/BDC2026\test\595.jpg,595.jpg,test,,11287,1782752596.0,2026-06-30 00:03:16,ed8b2230467cb1591e55ccd04070ceea,False,299,169,RGB,JPEG,1.7692307692307692,d73a42b636c5d891,81.27105473207867,60.09031692855891
c:/Github/BDC2026\train\2_Organic\O_4701.jpg,O_4701.jpg,train,2_Organic,8154,1604328412.0,2020-11-02 21:46:52,efe0074c30f608f819599d82f86400c0,False,247,204,RGB,JPEG,1.2107843137254901,be96c57ad0608b4b,173.1002818131301,75.42458177819258
c:/Github/BDC2026\test\292.jpg,292.jpg,test,,8154,1782752596.0,2026-06-30 00:03:16,efe0074c30f608f819599d82f86400c0,False,247,204,RGB,JPEG,1.2107843137254901,be96c57ad0608b4b,173.1002818131301,75.42458177819258
c:/Github/BDC2026\train\1_Electronic\Player_151.jpg,Player_151.jpg,train,1_Electronic,2730,1781617524.0,2026-06-16 20:45:24,f0810c09681ced4403729678145017b3,False,150,150,RGB,JPEG,1.0,f493cb249ac9349b,214.21687407407407,47.95842867858325
c:/Github/BDC2026\train\1_Electronic\Player_202.jpg,Player_202.jpg,train,1_Electronic,2730,1781617526.0,2026-06-16 20:45:26,f0810c09681ced4403729678145017b3,False,150,150,RGB,JPEG,1.0,f493cb249ac9349b,214.21687407407407,47.95842867858325
c:/Github/BDC2026\train\2_Organic\O_4485.jpg,O_4485.jpg,train,2_Organic,9137,1604328410.0,2020-11-02 21:46:50,f23d03fb5000817114f98fc40f2d5469,False,270,187,RGB,JPEG,1.4438502673796791,e8b895d35b846b19,181.85651944279394,77.34239218595313
c:/Github/BDC2026\test\731.jpg,731.jpg,test,,9137,1782752596.0,2026-06-30 00:03:16,f23d03fb5000817114f98fc40f2d5469,False,270,187,RGB,JPEG,1.4438502673796791,e8b895d35b846b19,181.85651944279394,77.34239218595313
c:/Github/BDC2026\train\2_Organic\O_9640(1).jpg,O_9640(1).jpg,train,2_Organic,10952,1604328416.0,2020-11-02 21:46:56,f2c7ab565fb8ac32b65806ba810c9d60,False,300,168,RGB,JPEG,1.7857142857142858,fa3db2c15e18c133,124.07776455026455,69.47114667766553
c:/Github/BDC2026\train\2_Organic\O_9640.jpg,O_9640.jpg,train,2_Organic,10952,1604328416.0,2020-11-02 21:46:56,f2c7ab565fb8ac32b65806ba810c9d60,False,300,168,RGB,JPEG,1.7857142857142858,fa3db2c15e18c133,124.07776455026455,69.47114667766553
c:/Github/BDC2026\train\2_Organic\O_4464.jpg,O_4464.jpg,train,2_Organic,8703,1604328410.0,2020-11-02 21:46:50,f35ce9983b0b52b9c2a78de61f92cf11,False,274,184,RGB,JPEG,1.4891304347826086,b9b4f04b8f1c92b4,192.329273775521,70.15461559217417
c:/Github/BDC2026\test\598.jpg,598.jpg,test,,8703,1782752596.0,2026-06-30 00:03:16,f35ce9983b0b52b9c2a78de61f92cf11,False,274,184,RGB,JPEG,1.4891304347826086,b9b4f04b8f1c92b4,192.329273775521,70.15461559217417
c:/Github/BDC2026\train\2_Organic\O_4679.jpg,O_4679.jpg,train,2_Organic,7411,1604328412.0,2020-11-02 21:46:52,f4426938d954d49104eb97e264cf3a28,False,179,282,RGB,JPEG,0.6347517730496454,b2d25a21e79d9961,197.2177384206981,48.75756259529038
c:/Github/BDC2026\test\319.jpg,319.jpg,test,,7411,1782752596.0,2026-06-30 00:03:16,f4426938d954d49104eb97e264cf3a28,False,179,282,RGB,JPEG,0.6347517730496454,b2d25a21e79d9961,197.2177384206981,48.75756259529038
c:/Github/BDC2026\train\2_Organic\O_4617.jpg,O_4617.jpg,train,2_Organic,10462,1604328412.0,2020-11-02 21:46:52,f5acaf5a7a1b5c28f349902156abbbf6,False,259,194,RGB,JPEG,1.3350515463917525,b9ca873496b09f07,139.56183576802133,59.36108113069972
c:/Github/BDC2026\test\1343.jpg,1343.jpg,test,,10462,1782752596.0,2026-06-30 00:03:16,f5acaf5a7a1b5c28f349902156abbbf6,False,259,194,RGB,JPEG,1.3350515463917525,b9ca873496b09f07,139.56183576802133,59.36108113069972
